city,song,song_id,release_date,peak_date,peak_streams,peak_listeners,weeks_to_peak,weeks_to_adopt,is_still_growing,peaked_first_week,total_streams
Frederick,That Thing,1807227251,2025-03-21,2025-04-11,1,1,3.0,3.0,False,False,1
Heerenveen,That Thing,1807227251,2025-03-21,2025-04-11,1,1,3.0,3.0,False,False,1
Leeds,That Thing,1807227251,2025-03-21,2025-04-11,1,1,3.0,3.0,False,False,1
Leeds,Althea,1748029276,2024-06-21,2024-06-28,1,1,,1.0,True,False,1
Loveland,That Thing,1807227251,2025-03-21,2025-04-11,1,1,3.0,3.0,False,False,1
Malmö,That Thing,1807227251,2025-03-21,2025-04-11,1,1,3.0,3.0,False,False,1
Marshalltown,That Thing,1807227251,2025-03-21,2025-04-11,1,1,3.0,3.0,False,False,1
Missoula,That Thing,1807227251,2025-03-21,2025-04-11,1,1,3.0,3.0,False,False,1
Missoula,Althea,1748029276,2024-06-21,2024-06-21,2,2,,0.0,True,False,2
Newburgh,That Thing,1807227251,2025-03-21,2025-04-11,1,1,3.0,3.0,False,False,1
Palma,That Thing,1807227251,2025-03-21,2025-04-11,1,1,3.0,3.0,False,False,1
Provo,That Thing,1807227251,2025-03-21,2025-04-11,1,1,3.0,3.0,False,False,1
Provo,Althea,1748029276,2024-06-21,2024-06-21,2,2,,0.0,True,False,2
Rennes,That Thing,1807227251,2025-03-21,2025-04-11,1,1,3.0,3.0,False,False,1
Sarnia,That Thing,1807227251,2025-03-21,2025-04-11,1,1,3.0,3.0,False,False,1
Sherbrooke,That Thing,1807227251,2025-03-21,2025-04-11,1,1,3.0,3.0,False,False,1
Thousand Oaks,That Thing,1807227251,2025-03-21,2025-04-11,1,1,3.0,3.0,False,False,1
Thousand Oaks,Althea,1748029276,2024-06-21,2024-06-21,1,1,,0.0,True,False,1
Toms River,That Thing,1807227251,2025-03-21,2025-04-11,1,1,3.0,3.0,False,False,1
Toms River,Althea,1748029276,2024-06-21,2024-06-21,1,1,,0.0,True,False,1
Wellington,That Thing,1807227251,2025-03-21,2025-04-11,1,1,3.0,3.0,False,False,1
Ōita,That Thing,1807227251,2025-03-21,2025-04-11,1,1,3.0,3.0,False,False,1
Cathedral City,Althea,1748029276,2024-06-21,2024-06-28,2,2,,1.0,True,False,2
Saratoga Springs,Althea,1748029276,2024-06-21,2024-06-28,2,2,,1.0,True,False,2
Staunton,Althea,1748029276,2024-06-21,2024-06-28,2,2,,1.0,True,False,2
Winchester,Althea,1748029276,2024-06-21,2024-06-28,3,2,,1.0,True,False,3
Yuba City,Althea,1748029276,2024-06-21,2024-06-28,2,2,,1.0,True,False,2
Bucharest,Althea,1748029276,2024-06-21,2024-06-28,1,1,,1.0,True,False,1
Cable,Althea,1748029276,2024-06-21,2024-06-28,1,1,,1.0,True,False,1
Charlotte Amalie,Althea,1748029276,2024-06-21,2024-06-28,1,1,,1.0,True,False,1
Chengdu,Althea,1748029276,2024-06-21,2024-06-21,1,1,0.0,0.0,False,True,2
Chesapeake Beach,Althea,1748029276,2024-06-21,2024-06-28,1,1,,1.0,True,False,1
Cheyenne,Althea,1748029276,2024-06-21,2024-06-28,1,1,,1.0,True,False,1
Clarksburg,Althea,1748029276,2024-06-21,2024-06-28,1,1,,1.0,True,False,1
Corsicana,Althea,1748029276,2024-06-21,2024-06-28,1,1,,1.0,True,False,1
Dubai,Althea,1748029276,2024-06-21,2024-06-28,1,1,,1.0,True,False,1
Duluth,Althea,1748029276,2024-06-21,2024-06-28,1,1,,1.0,True,False,1
Elkhorn,Althea,1748029276,2024-06-21,2024-06-28,1,1,,1.0,True,False,1
Fayetteville,Althea,1748029276,2024-06-21,2024-06-21,2,1,0.0,0.0,False,True,3
Fortuna,Althea,1748029276,2024-06-21,2024-06-28,1,1,,1.0,True,False,1
Gillette,Althea,1748029276,2024-06-21,2024-06-28,1,1,,1.0,True,False,1
Grand Rapids,Althea,1748029276,2024-06-21,2024-06-28,1,1,,1.0,True,False,1
Great Falls,Althea,1748029276,2024-06-21,2024-06-21,1,1,0.0,0.0,False,True,2
Greeley,Althea,1748029276,2024-06-21,2024-06-28,1,1,,1.0,True,False,1
Green Bay,Althea,1748029276,2024-06-21,2024-06-21,1,1,0.0,0.0,False,True,2
Harrisonburg,Althea,1748029276,2024-06-21,2024-06-28,1,1,,1.0,True,False,1
Hickory,Althea,1748029276,2024-06-21,2024-06-28,1,1,,1.0,True,False,1
Indiana,Althea,1748029276,2024-06-21,2024-06-28,1,1,,1.0,True,False,1
Ioánnina,Althea,1748029276,2024-06-21,2024-06-28,1,1,,1.0,True,False,1
Jefferson City,Althea,1748029276,2024-06-21,2024-06-28,1,1,,1.0,True,False,1
Ljubljana,Althea,1748029276,2024-06-21,2024-06-28,1,1,,1.0,True,False,1
Lockport,Althea,1748029276,2024-06-21,2024-06-28,1,1,,1.0,True,False,1
Ludington,Althea,1748029276,2024-06-21,2024-06-28,2,1,,1.0,True,False,2
Marquette,Althea,1748029276,2024-06-21,2024-06-28,1,1,,1.0,True,False,1
Mitchell,Althea,1748029276,2024-06-21,2024-06-28,1,1,,1.0,True,False,1
Morehead,Althea,1748029276,2024-06-21,2024-06-28,1,1,,1.0,True,False,1
Nanning,Althea,1748029276,2024-06-21,2024-06-28,1,1,,1.0,True,False,1
Fredericton,All In,1711474237,2023-11-10,2023-12-22,1,1,6.0,6.0,False,False,1
South Kingstown,Althea,1748029276,2024-06-21,2024-06-28,2,0,,1.0,True,False,2
St. Catharines,Althea,1748029276,2024-06-21,2024-06-28,2,0,,1.0,True,False,2
Conway,Althea,1748029276,2024-06-21,2024-06-28,1,0,,1.0,True,False,1
Hagerstown,Althea,1748029276,2024-06-21,2024-06-28,1,0,,1.0,True,False,1
Ironville,Althea,1748029276,2024-06-21,2024-06-28,1,0,,1.0,True,False,1
Kennewick,Althea,1748029276,2024-06-21,2024-06-21,1,1,0.0,0.0,False,True,2
Dortmund,Althea,1748029276,2024-06-21,2024-06-21,2,1,,0.0,True,False,2
Grand Forks,Althea,1748029276,2024-06-21,2024-06-21,2,1,,0.0,True,False,2
Oxnard,Althea,1748029276,2024-06-21,2024-06-21,2,2,,0.0,True,False,2
Samsun,Althea,1748029276,2024-06-21,2024-06-21,2,1,,0.0,True,False,2
Waxahachie,Althea,1748029276,2024-06-21,2024-06-21,2,1,,0.0,True,False,2
Bangor,Althea,1748029276,2024-06-21,2024-06-21,1,1,,0.0,True,False,1
Battle Creek,Althea,1748029276,2024-06-21,2024-06-21,1,1,,0.0,True,False,1
Beaumont,Althea,1748029276,2024-06-21,2024-06-21,1,1,,0.0,True,False,1
Beaver Dam,Althea,1748029276,2024-06-21,2024-06-21,1,1,,0.0,True,False,1
Bedford,Althea,1748029276,2024-06-21,2024-06-21,1,1,,0.0,True,False,1
Bengaluru,Althea,1748029276,2024-06-21,2024-06-21,1,1,,0.0,True,False,1
Binghamton,Althea,1748029276,2024-06-21,2024-06-21,1,1,,0.0,True,False,1
Brentwood,Althea,1748029276,2024-06-21,2024-06-21,1,1,,0.0,True,False,1
Butler,Althea,1748029276,2024-06-21,2024-06-21,1,1,,0.0,True,False,1
Clarksville,Althea,1748029276,2024-06-21,2024-06-21,1,1,,0.0,True,False,1
Dnipro,Althea,1748029276,2024-06-21,2024-06-21,1,1,,0.0,True,False,1
Elmira,Althea,1748029276,2024-06-21,2024-06-21,1,1,,0.0,True,False,1
Fort Smith,Althea,1748029276,2024-06-21,2024-06-21,1,1,,0.0,True,False,1
Genève,Althea,1748029276,2024-06-21,2024-06-21,1,0,,0.0,True,False,1
Gniezno,Althea,1748029276,2024-06-21,2024-06-21,1,1,,0.0,True,False,1
Goochland,Althea,1748029276,2024-06-21,2024-06-21,1,1,,0.0,True,False,1
Grinnell,Althea,1748029276,2024-06-21,2024-06-21,1,1,,0.0,True,False,1
Hannover,Althea,1748029276,2024-06-21,2024-06-21,1,1,,0.0,True,False,1
Hermosillo,Althea,1748029276,2024-06-21,2024-06-21,1,1,,0.0,True,False,1
Hsinchu,Althea,1748029276,2024-06-21,2024-06-21,1,1,,0.0,True,False,1
Kamloops,Althea,1748029276,2024-06-21,2024-06-21,1,1,,0.0,True,False,1
Laramie,Althea,1748029276,2024-06-21,2024-06-21,1,1,,0.0,True,False,1
Luxembourg,Althea,1748029276,2024-06-21,2024-06-21,1,1,,0.0,True,False,1
Medford,Althea,1748029276,2024-06-21,2024-06-21,1,1,,0.0,True,False,1
Milton Keynes,Althea,1748029276,2024-06-21,2024-06-21,1,0,,0.0,True,False,1
New Richmond,Althea,1748029276,2024-06-21,2024-06-21,1,1,,0.0,True,False,1
North Adams,Althea,1748029276,2024-06-21,2024-06-21,1,1,,0.0,True,False,1
Oak Island,Althea,1748029276,2024-06-21,2024-06-21,1,1,,0.0,True,False,1
Parksville,Althea,1748029276,2024-06-21,2024-06-21,1,1,,0.0,True,False,1
Pretoria,Althea,1748029276,2024-06-21,2024-06-21,1,1,,0.0,True,False,1
Quezon City,Althea,1748029276,2024-06-21,2024-06-21,1,1,,0.0,True,False,1
Rouses Point,Althea,1748029276,2024-06-21,2024-06-21,1,1,,0.0,True,False,1
Rumford,Althea,1748029276,2024-06-21,2024-06-21,1,1,,0.0,True,False,1
Saint George,Althea,1748029276,2024-06-21,2024-06-21,1,1,,0.0,True,False,1
Saint Helena,Althea,1748029276,2024-06-21,2024-06-21,1,1,,0.0,True,False,1
Santa Cruz,Althea,1748029276,2024-06-21,2024-06-21,1,1,,0.0,True,False,1
Summerville,Althea,1748029276,2024-06-21,2024-06-21,1,1,,0.0,True,False,1
Terrace,Althea,1748029276,2024-06-21,2024-06-21,1,1,,0.0,True,False,1
Trenton,Althea,1748029276,2024-06-21,2024-06-21,1,1,,0.0,True,False,1
Vernon,Althea,1748029276,2024-06-21,2024-06-21,1,1,,0.0,True,False,1
Vilnius,Althea,1748029276,2024-06-21,2024-06-21,1,1,,0.0,True,False,1
Virginia Beach,Althea,1748029276,2024-06-21,2024-06-21,1,1,,0.0,True,False,1
Orangeville,Cycles,1711474233,2023-11-10,2023-12-15,1,1,5.0,5.0,False,False,2
Baldwin,Althea,1748029276,2024-06-21,2024-08-09,1,1,7.0,7.0,False,False,1
High Point,Althea,1748029276,2024-06-21,2024-08-09,1,1,7.0,7.0,False,False,1
Revelstoke,Althea,1748029276,2024-06-21,2024-08-09,1,1,7.0,7.0,False,False,1
Florence,Althea,1748029276,2024-06-21,2024-08-02,1,1,6.0,6.0,False,False,1
Lincoln City,Althea,1748029276,2024-06-21,2024-08-02,1,1,6.0,6.0,False,False,1
Lake Charles,Althea,1748029276,2024-06-21,2024-08-16,1,1,8.0,8.0,False,False,1
